text,label
"For the purposes of sub paragraph (2)(c) a person does not select, modify or otherwise exercise control over the content of a communication merely by removing or having the power to remove material (a) which is, or is alleged to be, illegal, defamatory or in breach of intellectual property laws; (b) in response to a request to a body which is empowered by or under any enactment to make such a request; or (c) when otherwise required to do so by law.",non-obligation
Capital,non-obligation
Professional indemnity insurance for Third Party Providers ,non-obligation
"When assessing the fitness and propriety of Employees, an Authorised Person should be guided by the matters set out in the GPM and should also monitor conflicts or potential conflicts of interest arising from all of the individual's links and activities. ",obligation
Dual currency bonds. A dual currency bond must be treated as two positions as follows: (a) a debt Security denominated in the currency in which the dual currency bond is issued; and (b) a foreign exchange forward for the purchase of the redemption currency (see Section 5.6). ,obligation
"References in these Rules to the ""value"" of a Unit in issue means the net asset value of each such Unit in issue.",obligation
"An Authorised Person in Category 3C undertaking the Regulated Activity of Providing Money Services that offers only one of or both currency exchange and Money Remittance to their customers, but not Payment Services, is considered not to hold Client Assets, in the form of Client Money, or Relevant Money.",obligation
Subsection (1) does not apply if (a) A is an Authorised Person or an Exempt Person; (b) A is licensed and supervised by a financial services regulator in the U.A.E.; (c) the content of the communication is approved for the purposes of this section by an Authorised Person or an Exempt Person; or (d) the communication is an exempt communication under Schedule 2.,non-obligation
"An OTF Operator may: (a) operate an OTF for Derivatives, Debentures, Structured Products, Environmental Instruments, and other investments as specified by the Regulator; and (b) engage in Dealing as Matched Principal trading in the investments referred to in (a) only where the Client has, or all its Clients have, consented to the process.",obligation
"Subject to the Fund's Constitution and its most recent Prospectus, the Fund Manager, or the Eligible Custodian or Trustee on the instructions of the Fund Manager, may borrow money for the use of the Fund on terms that the borrowing is to be repayable out of the Fund Property.",obligation
A Person may apply to the Regulator to be registered as a DNFBP by completing and submitting the appropriate form.,obligation
Disciplinary measures,non-obligation
"Any sum recoverable by virtue of subsection (8) ranks for priority, in the event of the insolvency of the person from whom it is due, immediately before preferential debts.",obligation
"Introduction. Applications for Approved Person status in respect of the controlled functions of Senior Executive Officer, Licensed Director and Licensed Partner shall be made by the firm and approved by us. We may reject an application for an Approved Person status or grant an Approved Person status with or without conditions and restrictions.",obligation
"In determining whether a Non Abu Dhabi Global Market Firm is satisfying or will satisfy, and continue to satisfy, any one or more of the Threshold Conditions, the Regulator may have regard to any opinion notified to it by a Non Abu Dhabi Global Market Regulator which relates to the Non Abu Dhabi Global Market Firm and appears to the Regulator to be relevant to compliance with those conditions.",obligation
Remedies,non-obligation
Class 8 - Suretyship,non-obligation
"Such Rules may prescribe (a) the circumstances in which an Issuer is required to appoint a sponsor, and a Reporting Entity is required to appoint a compliance adviser or other expert adviser; (b) the requirements applicable to the Issuer or Reporting Entity, and a person Appointed as a sponsor, compliance adviser or other expert adviser; and (c) any other matter necessary to give effect to such appointments. ",obligation
 ,non-obligation
Collective Investment Funds,non-obligation
The activity. Operating a Representative Office,non-obligation
"If a person behaves in a way which is described (in the Code of Market Conduct in force under section 96 at the time of the Behaviour) as Behaviour that, in the Regulator's opinion, does not amount to Market Abuse, that Behaviour of his is to be taken, for the purposes of these Regulations, as not amounting to Market Abuse.",obligation
"Rule 12.12 governs the power of a Trustee to delegate certain of its Regulated Activities, and to outsource its functions.",obligation
Under sections 215 to 217 of the FSMR the Regulator may exercise its powers for the purpose of assisting other Regulators or agencies. ,obligation
"Part 21 may make provision in relation to a notice, Direction or other Document required or authorised by or under this Part to be given to or served on any person other than the Regulator.",obligation
"The references to insolvency law in the Insolvency Regulations include, in relation to a part of the Abu Dhabi Global Market, the provisions made by or under this Part and, in relation to another country or territory other than Abu Dhabi Global Market, so much of the law of that country or territory as corresponds to any provisions made by or under this Part.",obligation
A Relevant Person must not carry out Transactions that it knows or suspects or has reasonable grounds for knowing or suspecting to be related to money laundering or terrorist financing until it has informed the FIU pursuant to Rule 14.3.1.,obligation
"If requested by the Regulator, an Authorised Person and Recognised Body must provide the Regulator with information that the Authorised Person or Recognised Body or its Auditor has provided to a Non-ADGM Financial Services Regulator.",obligation
"Where a Credit Rating Agency rates a structured finance product, it must provide investors and/or subscribers (depending on the Credit Rating Agency's business model) with sufficient information about its loss and cash-flow analysis so that an investor allowed to invest in the product can understand the basis for the Credit Rating Agency's rating. A Credit Rating Agency must also disclose the degree to which it analyses how sensitive a rating of a structured finance product is to changes in the Credit Rating Agency's underlying rating assumptions.",obligation
Power of the Regulator to give Guidance,non-obligation
"Recognised Investment Exchanges, Recognised Clearing Houses and Remote Bodies. Duty to give assistance for purposes of Default Proceedings",obligation
Anti-Money Laundering Powers,non-obligation
Non-execution or defective or late execution of Payment Transactions initiated by the Payee. The Payees Payment Service Provider is liable to the Payee for the correct transmission of the Payment Order to the Payers Payment Service Provider in accordance with Rule 19.15.2(4).,obligation
Glossary,non-obligation
The requirements of this paragraph are that the communication does not contain any reference to (a) the price at which investments issued by the Body Corporate have in the past been bought or sold; or (b) the yield on such investments; unless it is also accompanied by an indication that past performance cannot be relied on as a guide to future performance.,obligation
Government and public Financial Instruments,non-obligation
"Managing Conflicts An Authorised Person must maintain and operate effective organisational and administrative arrangements with a view to taking all reasonable steps to prevent conflicts of interest from constituting or giving rise to a material risk of damage to the interests of its Clients, including establishing and maintaining effective information barriers to restrict the communication of relevant information.",obligation
The person concerned or the Fund concerned must provide written notice of the proposed transfer to all interested parties as determined by the Regulator at their last known mailing address.,obligation
"Appointment and termination of auditors. A Fund Manager must: (a) notify the Regulator of the appointment of an auditor to the Fund by completing and submitting the appropriate form (which shall be in such form as the Regulator may prescribe); and (b) prior to the appointment of the auditor, take reasonable steps to ensure that the auditor has the required skills, resources and experience to audit the type of Fund for which the auditor has been appointed.",obligation
Market Making. The legitimate performance of market making will not usually constitute Market Abuse  see paragraphs 5-7(2) to 5-7(4) of the CMC. Other general conduct which may amount to defences to Market Abuse include: ,obligation
"Any suspension under this provision shall not apply to (a) Deposits (including Eligible Deposits); or (b) payment and delivery obligations owed to payment and securities settlement systems, Central Securities Depositories, clearing houses, Recognised Clearing Houses or central banks.",obligation
"Where an Authorised Person reduces or transfers Credit Risk by the use of CRM, an Authorised Person must employ appropriate and effective policies and procedures to identify and control other risks which arise as a consequence of the transfer.",obligation
"Power to require documents or information . Specified documents may include, for example, any record of information, including: (a) anything on which there is writing; (b) anything on which there are marks, figures, symbols or perforations having a meaning for persons qualified to interpret them; (c) anything from which sounds, images or writings can be reproduced with or without the aid of anything else; or (d) a map, plan, drawing or photograph.",obligation
"Net Stable Funding Ratio - NSFR. An Authorised Person must maintain an NSFR of at least 100% at all times, calculated using the following formula. NSFR = Available Stable Funding / Required Stable Funding",obligation
Stress and scenario testing,non-obligation
"Exclusions. Other exclusions Paragraph 16 is also subject to the exclusions in paragraphs 74 (Trustees etc.), 75 (Profession or non investment business), 76 (Sale of goods and supply of services), 77 (Groups and Joint Enterprises), 78 (Sale of a Body Corporate), 79 (Non Abu Dhabi Global Market Persons), 80 (Insurance Intermediation: incidental basis), 81 (Provision of information on an incidental basis), and 82 (Insolvency Practitioners).  ",obligation
An Authorised Person that is a Branch is not required to register its Directors as Licensed Directors under Rule 5.5.4 or its Partners as Licensed Partners under Rule 5.5.5.,obligation
This Rule applies to any Captive Insurer referred to in Rule 10.3.1.,obligation
"Controlling Liquidity Risk. An Authorised Person must ensure that the system referred to in Rule 9.2.1(5): (a) enables the Authorised Person's Governing Body and senior management to review compliance with limits set in accordance with Rule 9.2.7 and operating procedures; and (b) has appropriate approval processes, limits and other mechanisms designed to provide reasonable assurance that the Authorised Person's Liquidity Risk management processes are adhered to.",obligation
Classes of Non-Life Insurance,non-obligation
"Where a Recognised Clearing House refuses access under subsection (3), it shall provide the trading venue with full reasons for such refusal.",obligation
"An Authorised Person falling within the scope of Rule 16.1 should keep the component documents of the Resolution Pack up-to-date so they can be retrieved in accordance with Rule 16.2.6, and the Authorised Person should not use the retrieval period to start producing or revising these documents.",obligation
 The Base Capital Requirement is a component of the calculation of the Capital Requirement under Sections 3.4 and 3.6.,obligation
"Every request to disclose Confidential Information, will be assessed by the Regulator on a case-by-case basis, whether this information was obtained voluntarily, in the course of the Regulator exercising its own functions and powers or exercising its powers on behalf of other authorities.",non-obligation
The Regulator may take such steps as it considers appropriate to co operate with other persons (whether in the Abu Dhabi Global Market or elsewhere) who have functions (a) similar to those of the Regulator; or (b) in relation to the prevention or detection of Financial Crime.,non-obligation
Anti-Avoidance,non-obligation
Review of ESG disclosures reporting process  An internal review of the ESG disclosures reporting process should be undertaken periodically as part of a companys internal audit framework. ,obligation
The requirements of this paragraph are that the communication does not contain any invitation to persons to make use of any services provided by that Body Corporate (or by any named person) in the course of carrying on such activity.,obligation
Operating a Representative Office is a Regulated Activity.,non-obligation
Measuring and monitoring Liquidity Risk,non-obligation
The Regulator may require the Authorised Person to obtain written confirmation from its Auditor that the change of financial year end would not result in any significant distortion of the financial position of the Authorised Person.,non-obligation
"Subject to Rule 20.10.2, a Customer is only entitled to redress if it notifies its Third Party Provider without undue delay, and in any event no later than twelve months after the date of execution, on becoming aware of any unauthorised or incorrectly executed Third Party Transaction.",obligation
"An Authorised Person in Category 1, 2 or 5 must calculate an Option Risk Capital Requirement if it has positions in Options in its Trading Book by: (a) applying its internally developed Market Risk model which has been approved by the Regulator for this purpose; or (b) by applying the Rules set out in Section A6.6.",obligation
Granting registration,non-obligation
"Compliance: An Authorised Person must establish and maintain compliance arrangements, including processes and procedures that ensure and evidence, as far as reasonably practicable, that the Authorised Person complies with all Regulations and Rules. ",obligation
AML/TFS TRAINING AND AWARENESS,non-obligation
"If relief is given subject to a condition, the relief will not apply to activities conducted in breach of the condition. Further, those activities, if in breach of the original provision, could lead to enforcement action.",obligation
"When an Authorised Person passes a Client order to another Person for Execution, it must promptly make a record of the information set out in Rule 11.1.3.",obligation
"Information prior to execution of individual Payment Transaction under a Framework Contract. Where an individual Payment Transaction under a Framework Contract is initiated by the Payer, at the Payers request the Payers Payment Service Provider must provide the Payer with a breakdown of all charges payable by the Payer in respect of the Payment Transaction.",obligation
Value of Trading Book positions,non-obligation
"An Authorised Person must, before classifying a Professional Client as a Market Counterparty, ensure that such a Person has: (i) been given a prior written notification of the classification as a Market Counterparty in relation to a particular Regulated Activity or Transaction, or in respect of all Regulated Activities and Transactions; and (ii) not requested to be classified otherwise within the period specified in the notice. ",obligation
Waivers and Modifications,non-obligation
Groups and Joint Enterprises,non-obligation
PART 3 - CRCOM. Large Exposures ,non-obligation
"This Section applies to an Authorised Person in Category 1, 2, or 5.",obligation
"The onus will be on the Regulator to show that the Authorised Person has been at fault in some way, taking into account the standard of conduct required under the Principle in question. ",obligation
"If the MLRO leaves the employment of the Relevant Person, the Relevant Person must immediately appoint a new MLRO or arrange temporary cover for the MLRO appointment.",obligation
Disclosure of market data by Trade Repositories. A Trade Repository must provide data in line with regulatory and industry expectations to relevant regulatory authorities and the public. Such information must be comprehensive and at a level of detail sufficient to enhance market transparency and support other public policy objectives.,obligation
The Trust Service Provider must monitor the performance of the adviser and ensure that it is in a position to change advisers if it is in the interests of the Client.,obligation
Including marketable assets in the Maturity Ladder,non-obligation
Other requirements,non-obligation
A Trust Service Provider must maintain professional indemnity insurance cover appropriate to the nature and size of the Trust Service Provider's business.,obligation
"A Requirement may refer to the past conduct of the person concerned (for example, by requiring the person concerned to review or take remedial action in respect of past conduct).",obligation
"The Regulator may delegate its powers for the registration, suspension and cancellation of a DNFBPs registration to the Registrar of Companies.",obligation
The Financial Promotion Restriction does not apply to any communication which is made only to Recipients whom the person making the communication believes on reasonable grounds to be persons to whom sub paragraph (2) applies.,obligation
An Authorised Person must be able to demonstrate to the Regulator's satisfaction the grounds upon which the Authorised Person considers the Third Party Agent to be suitable to hold Safe Custody Assets.,obligation
Client Classification,non-obligation
"This Section applies to an Authorised Person in Category 1, 2, 3A, 3B, 3C or 5.",obligation
"The Issuer or other person responsible for the issue of a Prospectus shall include in the Prospectus all the information required under subsections (1) and (2) as it would be reasonable for him to have knowledge of, or acquire through reasonable enquiries.",obligation
"Resolution of Complaints. Upon conclusion of an investigation of a Complaint, an Authorised Person must promptly: (1) advise the complainant in writing of the resolution of the Complaint; (2) provide the complainant with clear terms of redress, if applicable; and (3) comply with the terms of redress if accepted by the complainant.",obligation
"Credit Risk mitigation. An Authorised Person must not recognise any SPE which is an Issuer of securitisation Exposures, as an eligible credit protection provider. Guarantees provided must meet the requirements of Section 4.13.",obligation
An Insurer that is a Protected Cell Company or an Incorporated Cell Company may not create a new Cell unless approval has been granted by the Regulator.,obligation
The measures referred to in subsection (6) may include (a) an increase of the Institution's capital; (b) the reorganisation of the ownership structure of the Institution; or (c) the takeover of the Institution by another Institution that is financially and organisationally sound by applying a Resolution Tool.,obligation
The Regulator may grant the Application only if it is satisfied that the person in respect of whom the Application is made is a fit and proper person to perform the Controlled Function to which the Application relates.,non-obligation
GENERAL PROVISIONS ,non-obligation
A Relevant Person may consider implementing policies and procedures whereby disciplinary action is taken against an Employee who fails to notify the Relevant Person's MLRO.,obligation
Injunctions:  general,non-obligation
"Where appropriate, an Authorised Person must update the complainant on the progress of the handling of the Complaint.",obligation
Overview,non-obligation
"An auditor or actuary Appointed as a result of Rules under subsection (1), or on whom duties are imposed by Rules under subsection (2) (a) must act in accordance with such provision as may be made by Rules; and (b) is to have such powers in connection with the discharge of his functions as may be provided by Rules.",obligation
FSMR section 132 empowers us to direct a Recognised Body or Remote Body to take certain steps to ensure compliance with the Recognition Requirements or Remote Recognition Requirements and our legislation.,obligation
"Any disclosure by the Regulator pursuant to subsection  (1) may include, insofar as the Regulator considers appropriate, provisions (a) making any permission to disclose Confidential Information subject to conditions (which may relate to the obtaining of consents, subjecting information received to restrictions on disclosure of Confidential Information at least equivalent to those set out in section 198 or any other matter); and (b) restricting the uses to which Confidential Information disclosed may be put.",obligation
"For the purposes of Rule 15.4.4, the Regulator would consider the use of Virtual Assets for the purpose of staking to be use for the purposes of the Authorised Person.",obligation
"In addition to Chapter 12, Rule 15.3 sets out the requirements applicable to a Fund Manager of a Qualified Investor Fund in relation to custody of Fund Property.",obligation
"For the purposes of this Section, Exposure to a central counterparty which carry a 0% CCF in accordance with Section 4.8 are excluded.",non-obligation
Quarterly Regulatory Return,non-obligation
A Trust Service Provider must: (a) provide the Regulator with a copy of its professional indemnity insurance cover; and (b) notify the Regulator of any changes to the cover including termination and renewal.,obligation
"The Regulator may (a) revoke a Direction; or (b) vary it on the application, or with the consent, of the person to whom it relates.",non-obligation
"Restrictions on Publication If an Authorised Person acts as a manager or co-manager of an initial public offering or a secondary offering, it must take reasonable steps to ensure that: (i) it does not publish Investment Research relating to the Investment during a Quiet Period; and (ii) an Investment Analyst from the Authorised Person does not make a public appearance relating to that Investment during a Quiet Period.",obligation
Credit approval procedures. Credit decisions should be supported by adequate evaluation of the borrower's repayment ability based on reliable information. Sufficient and up to date information should continue to be available to enable effective monitoring of the account.,obligation
"A person who carries on an activity of the kind specified by paragraph 38 is not to be regarded as doing so by way of business if (a) he does not hold himself out as Accepting Deposits on a day-to-day basis; and (b) any Deposits which he accepts are accepted only on particular occasions, whether or not involving the issue of any Financial Instruments.",obligation
This section seeks to facilitate the timely return of Client Money to Clients in the event of the Failure of an Authorised Person or a Third-Party Agent at which the Authorised Person holds Client Money.,obligation
For the purposes of this Chapter: (a) all references to Client Money include Relevant Money; (b) all references to Clients include Payment Service Users; and (c) all references to Client Accounts include Payment Accounts; unless otherwise expressly stated.,obligation
Real Estate Investment Trust (REIT). A Fund is a Real Estate Investment Trust (REIT) only if it meets the criteria in Rule 13.5.,obligation
The Regulator may make Rules specifying (a) the information to be included in reports made under subsection (1) and (2); and (b) the manner in which such reports are to be made.  ,non-obligation
"Power to require assistance. Section 206(1)(d) of FSMR empowers the Investigator to require a person to provide assistance in relation to an investigation, which may include requiring a person to do a physical act or provide information to advance an investigation. For example, an Investigator may require a person to assist in the location of specific documents.",obligation
Managing a Profit Sharing Investment Account is a specified kind of activity if an account or portfolio is managed as a Profit Sharing Investment Account.  ,obligation
An Authorised Person must: (a) ensure that any Marketing Material intended for Professional Clients or Market Counterparties is not sent or directed to any Persons who are not Professional Clients or Market Counterparties; and (b) take reasonable steps to ensure that no Person communicates or otherwise uses the Marketing Material on behalf of the Authorised Person in a manner that amounts to a breach of the requirements in this section.,obligation
"This Chapter requires an Authorised Person to: a. implement Liquidity Risk management systems and controls; b. identify, measure and monitor Liquidity Risk; c. maintain a minimum level of HQLA; and d.  determine quantitative limits on cumulative negative Maturity Mismatch in accordance with a specified methodology.",obligation
Misleading and deceptive statements or omissions. Stop orders,non-obligation
Recognition and measurement of insurance assets and incurred liabilities in respect of General Insurance,obligation
An Authorised Person which calculates its Collective Investment Fund Risk Capital Requirement in accordance with Rule 5.9.1(b) must apply the Rules in this Section.,obligation
"Separate documentation need not be produced for every transfer. If the same method is used for a number of transfers, a single document detailing the procedures will suffice. However, an Authorised Person must still be able to distinguish transactions that have been undertaken for risk transfer purposes from other transactions.",obligation
"Consent and withdrawal of consent. Subject to Rule 19.14.3(2) and (3) concerning time limits, the Payer may withdraw consent to the execution of a series of Payment Transactions at any time with the effect that any future Payment Transactions previously consented to are not regarded as authorised for the purposes of this Chapter.",obligation
An Authorised Person must retain the records of an IRAP assessment for at least six years.,obligation
"The extent to which an Authorised Person needs to carry out a suitability assessment for a Professional Client depends on its agreement with such a Client. The agreement may limit the suitability assessment to a specified extent, or may dispense with the suitability assessment completely. To the extent a limited suitability assessment is agreed upon, the Authorised Person must carry out the suitability assessment as agreed. Limitations may, for example, relate to the objectives of the Client or the product range in respect of which the recommendations are to be made.",obligation
"Credit Risk mitigation   Guarantees. Under the Simplified Approach, Rules 4.13.9 and 4.13.10 are replaced by the following Rules A4.12.16 to A4.12.19.",obligation
"Where a Payment Order for an individual Payment Transaction is transmitted by way of a Payment Instrument issued under a Framework Contract, the Payment Service Provider in respect of that single Payment Transaction need not provide or make available under Rule 19.5.1 the general information which has been provided or will be provided under Section 19.2 by another Payment Service Provider in respect of a Framework Contract.",obligation
[Deleted],non-obligation
Deleted,non-obligation
The Authorised Person should have appropriate policies and procedures in place in order to separate the positions for which it holds permission to incorporate them in the Capital Requirement in accordance with this guidance in A6.9.3 from other positions for which it does not hold such permission.,obligation
"The ""Other"" category will receive the same Specific Risk requirement as a private sector borrower under the CRCOM, 8%. However, since this may, in certain cases, considerably underestimate the Specific Risk for debt Securities which have a high yield to redemption relative to government debt Securities, the Regulator has the right to apply to such Securities a Specific Risk percentage higher than 8%.",obligation
"The Regulator may confer on an independent valuer such ancillary powers as the Regulator thinks necessary for the purposes of, or in connection with, the exercise of the independent valuer's functions under these Regulations, or the exercise or performance of any power or duty conferred or imposed on the independent valuer under these Regulations.  ",non-obligation
"Credit Risk mitigation. For the purpose of setting regulatory capital against a Maturity Mismatch, the Capital Requirement must be determined in accordance with Section 4.13. When Exposures being hedged have different maturities, the longest maturity must be used. Maturity of credit protection must be calculated in accordance with Section 4.13. ",obligation
(6) A Revocation Order may contain such transitional provisions as the Regulator thinks necessary or expedient.,obligation
"Risk Weights Central government and central bank asset class An Authorised Person must apply a 0% risk weight to any CR Exposure to any central government or any central bank of a GCC member country, which is denominated in the domestic currency, and funded in the domestic currency of that GCC member country.",obligation
Trustee's power to outsource,non-obligation
"Operational capability to liquidate assets referred to in Rule A10.2.3(b), requires procedures and appropriate systems to be in place. This includes providing the liquidity management function with access to all necessary information to liquidate any asset at any time. Liquidation of the asset should be executable operationally within the standard settlement period for the asset class in the relevant jurisdiction. ",obligation
